,result
748,0.6087352043231048
749,0.9468560729839901
750,0.8022381915801472
751,0.07053855857704412
752,0.0702208061284596
753,0.5583382060941212
754,0.5525554866124146
755,0.7954415864003498
756,0.13774031398746295
757,0.39364172189388674
758,0.7971286064151837
759,0.8670407713850554
760,0.9509844384543014
761,0.7152283952523284
762,0.9559536234012503
763,0.06804634070052033
764,0.11802619280948745
765,0.7022550684868866
766,0.07196756406188974
767,0.612604101853585
768,0.3400660508985891
769,0.9220026223433464
770,0.17414483939660225
771,0.3605458908007402
772,0.3782636717023864
773,0.646195210589978
774,0.12133887178138232
775,0.07148186217578316
776,0.2655493070830268
777,0.3735146924661714
778,0.5619518690902555
779,0.34306401005159104
780,0.2541415027341192
781,0.19517727203185517
782,0.4686385151917274
783,0.1269649664348643
784,0.20430764243590085
785,0.8168173563858854
786,0.2705158655965529
787,0.6622500640178204
788,0.7011028715288903
789,0.1839472392474847
790,0.1344931932387907
791,0.35857852271429314
792,0.43147323024399764
793,0.3175547721594211
794,0.8485137009422544
795,0.1004066686863283
796,0.8729566276424104
797,0.9049813490777494
798,0.9398912361226202
799,0.9652443798451499
800,0.60549967531174
801,0.1354686726108814
802,0.9139498706245998
803,0.9562830174548412
804,0.9489150923446076
805,0.23919548137133306
806,0.23105446224350476
807,0.3212271211412487
808,0.9477625801354436
809,0.8397383342352512
810,0.11765988392778767
811,0.5761702209607237
812,0.35086311047719754
813,0.22513901696085428
814,0.9554359762663459
815,0.9549938363479925
816,0.6064193934275078
817,0.21523008700028382
818,0.3612863933153256
819,0.26308784611237584
820,0.5478051292217193
821,0.93767761620766
822,0.21643183808606192
823,0.3074126640894353
824,0.8464186859100893
825,0.1716241208029502
826,0.3316393889923633
827,0.8561969924365701
828,0.2967333678383914
829,0.08514584414586636
830,0.21643146235218308
831,0.07505056839790267
832,0.9510660378932184
833,0.6987580829842578
834,0.9438345631256498
835,0.10686129375353756
836,0.887470078351649
837,0.36099202454277773
838,0.9033546239190655
839,0.44431313516759424
840,0.7476738026027939
841,0.23249097583001554
842,0.9425941502098335
843,0.873325785317138
844,0.7858092833860637
845,0.9157857709503817
846,0.3504687332031696
847,0.8610929128235628
848,0.14631905150603638
849,0.37361471954262176
850,0.15458189258079416
851,0.21000557361693262
852,0.6694745548933058
853,0.1594283879367846
854,0.1944911934266764
855,0.162955245282681
856,0.5918897834128044
857,0.5009433300966862
858,0.9187909681687303
859,0.17414483939660225
860,0.1269649664348643
861,0.8774788684958457
862,0.36651210507540255
863,0.13684846391741323
864,0.17414483939660225
865,0.6848394007830813
866,0.6147852719704434
867,0.9265758875640651
868,0.9066511568291357
869,0.2762062218195966
870,0.8072258664026033
871,0.954736209772263
872,0.27698655678645084
873,0.5162169565446215
874,0.6123386464272788
875,0.18006619661651715
876,0.26249798838252053
877,0.9475674111612717
878,0.1748523227697192
879,0.9229837141090049
880,0.9260482085263755
881,0.3757991877395232
882,0.25018968244813655
883,0.9456822797163031
884,0.07120430658690291
885,0.8200797123044282
886,0.652270245480865
887,0.2593323609411869
888,0.9028558086191346
889,0.20690852579109667
890,0.20895119084157912
891,0.8549901749384733
892,0.2074175389778307
893,0.9321990555068788
894,0.9471376873740049
895,0.20667088464111763
896,0.6192840600573676
897,0.2571914246953417
898,0.24115527195771055
899,0.8750981841856188
900,0.3166306983195054
901,0.7102727538732149
902,0.11522192311849094
903,0.838212384934302
904,0.1512881613240784
905,0.18070144024365106
906,0.2709280122168567
907,0.422213667243723
908,0.4512382345372692
909,0.9444770270216214
910,0.6744446637550151
911,0.2512183949071696
912,0.6961379610327117
913,0.3770617554784595
914,0.24637574068455037
915,0.954952479040155
916,0.21965283106737513
917,0.19401683669963493
918,0.319596722807582
919,0.6124363482532134
920,0.150329983838002
921,0.5037317574752701
922,0.8728348321919734
923,0.17714081444637872
924,0.7859779748776867
925,0.07923691407572743
926,0.20685557489837197
927,0.21143726600633805
928,0.8407494174748679
929,0.6549289041997562
930,0.328406306172531
931,0.6867779303069653
932,0.5879418143054579
933,0.4078801141962958
934,0.7060279489400296
935,0.7776814962028897
936,0.6994598153688264
937,0.743087604229496
938,0.4035817352988948
939,0.6641838380380737
940,0.28898818781580715
941,0.6485442477341468
942,0.3044397938019693
943,0.1756477857051178
944,0.28113140918144297
945,0.8397539254158265
946,0.27314946636948634
947,0.9445653715326184
948,0.9492206012606165
949,0.5399224792689363
950,0.8366686065450312
951,0.5686504702349612
952,0.2901105686575941
953,0.414748577369696
954,0.23295262028184632
955,0.911244096055411
956,0.18186565059717738
957,0.17783970696834658
958,0.3087170958563637
959,0.7618677452318453
960,0.8891861258280678
961,0.9634275807757579
962,0.11643238396129021
963,0.8312026613369601
964,0.7832097865657787
965,0.8410014965331056
966,0.8850599516479833
967,0.20967919527763101
968,0.9468560729839901
969,0.7107039177094753
970,0.23525852222324986
971,0.18814623345748255
972,0.25259671311603477
973,0.1936543300423733
974,0.19550972846653056
975,0.8348026155546564
976,0.7347175362434668
977,0.21057576044476595
978,0.9380855216720154
979,0.12808509177434302
980,0.12313448041435661
981,0.32229983206248264
982,0.21317923732771007
983,0.1262668993075263
984,0.387280314958991
985,0.9624736418283578
986,0.9542689642009097
987,0.6711204268841887
988,0.9119096313313779
989,0.6732525485406643
990,0.9605393715244352
991,0.1647937158838814
992,0.20867352648722687
993,0.2641468689284917
994,0.8218138271407777
995,0.32648092064676687
996,0.15212463998557071
997,0.5478127955092705
998,0.1679826829353891
999,0.3421614946764722
1000,0.5657974498115398
1001,0.96718285473671
1002,0.36880217999209564
1003,0.5306320412524093
1004,0.9447662785031049
1005,0.6916912374728075
1006,0.1338503970821983
1007,0.6464113230163367
1008,0.9412696988890629
1009,0.14994622130595003
1010,0.17965923385527086
1011,0.1402945226524944
1012,0.29655529827453775
1013,0.06023290478254697
1014,0.15153432780542125
1015,0.9503825032079927
1016,0.1999825589952931
1017,0.09842776835737851
1018,0.45689803094969533
1019,0.2037333500773878
1020,0.3854717535316404
1021,0.9519354418218731
1022,0.1687907538819234
1023,0.8934967051428205
1024,0.27846500413960373
1025,0.9471376873740049
1026,0.6984489523120017
1027,0.9581824248077155
1028,0.5668663027767219
1029,0.9167804479522611
1030,0.7603206275321919
1031,0.9442121691581944
1032,0.4628881603759399
1033,0.19248468746733516
1034,0.18577085835420615
1035,0.5825903902980085
1036,0.11078765696735965
1037,0.807419853453074
1038,0.7315204515480955
1039,0.9303453336321458
1040,0.8677728950385324
1041,0.9189749542917943
1042,0.6096387165013625
1043,0.9089424578569243
1044,0.09079565371735646
1045,0.23182189011336074
1046,0.16648692523924932
1047,0.8798822690614325
1048,0.5306601005579484
1049,0.9495811529285163
1050,0.3991571319649121
1051,0.9343938697923945
1052,0.18006619661651715
1053,0.8864521793641367
1054,0.8059261548058088
1055,0.42743234662049256
1056,0.1592458518322991
1057,0.9482853434754371
1058,0.8055163179863821
1059,0.7892171528788748
1060,0.08548500657302331
1061,0.9562830174548412
1062,0.9418282733649784
1063,0.8661312840542972
1064,0.8272854729611661
1065,0.7766755385555547
1066,0.8214102597653555
1067,0.7812630631671981
1068,0.9595833465380547
1069,0.7724789809913152
1070,0.11138363466849457
1071,0.2174061580716267
1072,0.5048130224512974
1073,0.8439974134708164
1074,0.8937530735799875
1075,0.12175253236498894
1076,0.15596215991614318
1077,0.7174113868108754
1078,0.9235526547204244
1079,0.8395384889406161
1080,0.24479344086202048
1081,0.9250692820766917
1082,0.9109267305292885
1083,0.8979633049325454
1084,0.17979209427280032
1085,0.2709782218871916
1086,0.8761554561959628
1087,0.950861633379012
